Usename,Time,Like_count,Floor_number,Sourse,Comments
蔡徐坤你压到我头发啦,Thu Apr 09 12:22:07 +0800 2020,57790,356,,"""希望与爱 从未离开"""
葵葵星系,Thu Apr 09 12:22:13 +0800 2020,43525,988,,"""好听"""
L_Yin--,Thu Apr 09 12:22:23 +0800 2020,39711,2248,,"""好温暖"""
葵奎的w,Thu Apr 09 12:22:30 +0800 2020,35853,3603,,"""超级好听啊！ 希望与爱，从未离开！"""
K·Echo,Thu Apr 09 12:22:33 +0800 2020,31247,4218,,"""希望与爱 从未离开"""
葵奎的欣,Thu Apr 09 12:22:42 +0800 2020,25368,6143,,"""“希望与爱 从未离开”🌳"""
爱困不想醒来,Thu Apr 09 12:22:51 +0800 2020,22104,7884,,"""新歌很好听！家一直在，我们也一直都在！希望与爱，从未离开！别怕孤单，有我们陪你！"""
K_noKi,Thu Apr 09 12:22:39 +0800 2020,19916,5383,,"""希望与爱 从未离开！"""
皖大宝贝,Thu Apr 09 12:22:24 +0800 2020,17736,2542,,"""我们"""
我是CXK的小懒猪呀,Thu Apr 09 12:22:59 +0800 2020,18632,9437,,"""谢谢 “别怕孤单，家一直在”，好感动，一切都会过去，“阳光终将会驱散阴霾”呀"""
托瓜少年KUN,Thu Apr 09 12:22:49 +0800 2020,16284,7425,,"""希望与爱，从未离开"""
惟爱你九,Thu Apr 09 12:22:55 +0800 2020,13122,8692,,"""好听好棒！"""
爱吃野菜呢,Thu Apr 09 12:22:55 +0800 2020,12315,8707,,"""//@蔡徐坤:那天我在玩儿童钢琴 弹出了这段和弦 就好像老天送了我一份温暖的礼物 于是写下这首歌 也想把它送给你们"""
慧妍-kun,Thu Apr 09 12:23:19 +0800 2020,10704,13005,,"""“希望与爱 从未离开” “别怕孤单 家一直在” “阳光终将会驱散阴霾” “我们不是孤身一人 我们正在回家的路上”"""
kamado炭治郎,Thu Apr 09 12:23:00 +0800 2020,10978,9617,,"""我收到了"""
小冉i奶坤,Thu Apr 09 12:23:13 +0800 2020,9549,12028,,"""小十四是一个公主哦"""
看到你的笑颜就很幸福,Thu Apr 09 12:23:10 +0800 2020,8205,11549,,"""爱与希望"""
zlh_mumu,Thu Apr 09 12:22:52 +0800 2020,7795,8024,,"""温暖，好听//@蔡徐坤:那天我在玩儿童钢琴 弹出了这段和弦 就好像老天送了我一份温暖的礼物 于是写下这首歌 也想把它送给你们"""
ttranquillityy,Thu Apr 09 12:23:01 +0800 2020,7045,9700,,"""好听，治愈我的坏心情"""
陆叶祺养猪了,Thu Apr 09 12:21:57 +0800 2020,7163,9,,"""这首歌很温暖啊！好感动！听了想哭😭这场战“疫”中，没有孤军奋战，别怕孤单！这个春天真的来之不易，但是再多的困难我们都会一起面对，我们会一起用爱守护我们共同的家园！我们不是孤身一人，家一直在🌳 一起用歌声记录希望，以爱心传递力量，希望与爱，从未离开宝贝你真的是小天使🤧"""
遵纪守法的李同学,Thu Apr 09 12:23:30 +0800 2020,6288,14826,,"""好温柔的礼物！"""
跟你说了别关注我,Thu Apr 09 12:23:26 +0800 2020,5148,14307,,"""好～有感受到温暖与纯真的祝愿～愿一切都越来越好～"""
芒果冰沙_林绾,Thu Apr 09 12:23:21 +0800 2020,5298,13293,,"""希望与爱，从未离开"""
坤KUNkun-C,Thu Apr 09 12:22:59 +0800 2020,4827,9452,,"""好暖好暖💛"""
·仅困可见·,Thu Apr 09 12:23:30 +0800 2020,4029,14887,,"""我也会一直在//@蔡徐坤:那天我在玩儿童钢琴 弹出了这段和弦 就好像老天送了我一份温暖的礼物 于是写下这首歌 也想把它送给你们"""
玫瑰甜心派,Thu Apr 09 12:23:18 +0800 2020,4153,13032,,"""超级喜欢//@蔡徐坤:那天我在玩儿童钢琴 弹出了这段和弦 就好像老天送了我一份温暖的礼物 于是写下这首歌 也想把它送给你们"""
葵敏妹吖cxk,Thu Apr 09 12:23:24 +0800 2020,4032,13980,,"""哥哥你真的太有才，希望与爱都会一直在，我们都会一直在"""
Psyche是新英文名,Thu Apr 09 12:23:27 +0800 2020,3010,14647,,"""加入治愈歌单//@蔡徐坤:那天我在玩儿童钢琴 弹出了这段和弦 就好像老天送了我一份温暖的礼物 于是写下这首歌 也想把它送给你们"""
艺瑶是蔡徐坤的ikun,Thu Apr 09 12:23:39 +0800 2020,3021,16391,,"""好听呢宝贝！"""
-LiuMEnGge,Thu Apr 09 12:26:45 +0800 2020,2698,36360,,"""mv很漂亮，就像灰色被镶上了希望的颜色"""
和小蔡去月球,Thu Apr 09 12:23:50 +0800 2020,2247,18085,,"""“希望与爱，从未离开”"""
桥儿ikun,Thu Apr 09 12:26:04 +0800 2020,1622,32991,,"""我们一直都在有爱才有家，才有希望！"""
吧唧小葵,Thu Apr 09 12:23:56 +0800 2020,1429,18916,,"""很温暖很治愈很感动//@蔡徐坤 :那天我在玩儿童钢琴 弹出了这段和弦 就好像老天送了我一份温暖的礼物 于是写下这首歌 也想把它送给你们"""
绿眼的喵,Thu Apr 09 12:26:05 +0800 2020,1656,33053,,"""整首歌和MV 都好温暖"""
吃菜小妍,Thu Apr 09 12:23:48 +0800 2020,1121,17717,,"""希望与爱，从未离开"""
渡梦汀南,Thu Apr 09 12:26:21 +0800 2020,1094,34408,,"""谢谢你谢谢你[淚][淚][淚]谢谢你让我感受到温暖和爱 我希望你也被爱和温暖包围[淚][淚][淚][淚]我爱你"""
葵奎不困,Thu Apr 09 12:21:57 +0800 2020,1672,3,,"""哥哥新歌好好听！你超级棒呜呜呜"""
栀子芒果香,Thu Apr 09 12:23:33 +0800 2020,960,15385,,"""温暖治愈有爱，希望与力量"""
菠萝包加豆浆,Thu Apr 09 12:28:15 +0800 2020,951,42397,,"""太温暖了 12点准时收听 循环了好多遍 一直到现在 一听开头就哭了 太治愈了 好温柔的歌声 伴随着小朋友的和声 唤起心中最柔软的地方 爱与希望 从未离开"""
最可爱的是小葵,Thu Apr 09 12:24:10 +0800 2020,904,20821,,"""很温暖的一首歌，谢谢坤坤把这首有爱的歌唱给我们听，希望与爱从未离开"""
·泡椒凤爪·,Thu Apr 09 12:24:27 +0800 2020,890,22945,,"""你怎么这么温柔啊"""
一颗小甜菜v,Thu Apr 09 12:24:09 +0800 2020,849,20692,,"""好温暖的歌"""
严颜离,Thu Apr 09 12:23:11 +0800 2020,760,11683,,"""真的很棒的"""
努力为了最美好的相遇,Thu Apr 09 12:24:12 +0800 2020,1200,21047,,"""真的很治愈啊，哥哥你好棒！//@蔡徐坤:那天我在玩儿童钢琴 弹出了这段和弦 就好像老天送了我一份温暖的礼物 于是写下这首歌 也想把它送给你们"""
lkun永远守护kun,Thu Apr 09 12:25:55 +0800 2020,1163,32150,,"""@蔡徐坤 谢谢你送给我们这么温暖这么美的歌非常非常喜欢"""
Sweet_babylove,Thu Apr 09 12:21:59 +0800 2020,1258,15,,"""MV太有才了，超级好听的坤哥！！！一直在！"""
泽泽泽安,Thu Apr 09 12:24:40 +0800 2020,655,24492,,"""哥，就知道 今天中午 你回发微博 特别好听呀 希望与爱 从未离开"""
爱蔡小葵mua,Thu Apr 09 12:23:41 +0800 2020,1097,16727,,"""谢谢你//@蔡徐坤:那天我在玩儿童钢琴 弹出了这段和弦 就好像老天送了我一份温暖的礼物 于是写下这首歌 也想把它送给你们"""
一口菜菜小包子,Thu Apr 09 12:28:50 +0800 2020,609,44487,,"""儿童钢琴嗷嗷嗷有小葵的画面了"""
是鑫G没错了,Thu Apr 09 12:24:04 +0800 2020,511,20050,,"""好听！！"""
蜜糖奶泡葵,Thu Apr 09 12:21:57 +0800 2020,551,4,,"""希望与爱，从未离开，这是我们的Home🌳一起守护我们的Home🌳"""
蔡徐坤未来国际好老婆,Thu Apr 09 12:26:18 +0800 2020,0,34159,,"""在我们儿子的钢琴房里弹出了这段和弦"""
亲菜菜的脸蛋,Thu Apr 09 12:23:54 +0800 2020,473,18729,,"""温暖"""
葵葵的卷毛August,Thu Apr 09 12:27:47 +0800 2020,444,40682,,"""哥，太好听了，让人真的感受到温暖！！！"""
织音者,Thu Apr 09 12:21:59 +0800 2020,483,10,,"""好棒哇宝宝"""
yang小米战大米,Thu Apr 09 12:23:23 +0800 2020,380,13702,,"""哇哈哈♪～(´ε｀　)"""
动感光波好强大_,Thu Apr 09 12:24:12 +0800 2020,359,21040,,"""啊啊啊啊啊啊啊啊好听冲鸭"""
超级无敌大帅哥KUN,Thu Apr 09 12:22:01 +0800 2020,386,63,,"""别怕孤单 家一直在"""
妍狗爱坤哥嘛,Thu Apr 09 12:24:28 +0800 2020,358,23052,,"""老天把你当成礼物送给了我们 而你又送给我们无数个礼物"""
K坤奎葵星球_,Thu Apr 09 12:24:15 +0800 2020,342,21459,,"""超级好听"""
蝶恋君花熙,Thu Apr 09 12:31:05 +0800 2020,323,51315,,"""真的很温暖。"""
萌仔K,Thu Apr 09 12:25:41 +0800 2020,314,30889,,"""儿童钢琴"""
小新丢了VIP,Thu Apr 09 12:29:09 +0800 2020,282,45512,,"""好暖 心都融化了"""
软萌葵小二,Thu Apr 09 12:41:23 +0800 2020,269,66933,,"""真的好治愈  希望与爱  从未离开"""
小蔡今天不开张,Thu Apr 09 12:30:02 +0800 2020,268,48264,,"""很治愈宝贝"""
脆脆鲨爱吃朱古力,Thu Apr 09 12:22:06 +0800 2020,761,291,,"""宝宝 你好棒！！！我要抱着抽纸单曲循环了呜呜呜呜  好爱你 你是天使呜呜呜呜呜呜呜 ❤️❤️❤️"""
磨人的小妖V,Thu Apr 09 12:27:32 +0800 2020,243,39646,,"""治愈"""
狂野女孩哈哈哈哈,Thu Apr 09 12:26:35 +0800 2020,235,35601,,"""真的很棒！！//@蔡徐坤:那天我在玩儿童钢琴 弹出了这段和弦 就好像老天送了我一份温暖的礼物 于是写下这首歌 也想把它送给你们"""
是福猪陌陌吖,Thu Apr 09 12:22:09 +0800 2020,714,533,,"""“我们不是孤身一人、我们正在回家的路上”这句真的被温暖感动到、从来不是一个人、我们是一起携手相依！“爱与希望从未离开、阳光会驱散阴霾”生活总是充满希望的、太治愈了！还有歌词中孩童的声音、真的又被震撼感动到！"""
空袅BeeVonBee,Thu Apr 09 12:25:48 +0800 2020,219,31505,,"""你也是温暖的小朋友//@蔡徐坤:那天我在玩儿童钢琴 弹出了这段和弦 就好像老天送了我一份温暖的礼物 于是写下这首歌 也想把它送给你们"""
叫醒你的是嘘嘘,Thu Apr 09 12:35:23 +0800 2020,8,59384,,"""愿我们都是彼此的小星星"""
May_Kunmi,Thu Apr 09 12:22:00 +0800 2020,692,38,,"""希望与爱，从未离开"""
仙女爱吃芹菜炒牛肉,Thu Apr 09 12:55:04 +0800 2020,209,77605,,"""这首歌好温暖呀@蔡徐坤 //@蔡徐坤:那天我在玩儿童钢琴 弹出了这段和弦 就好像老天送了我一份温暖的礼物 于是写下这首歌 也想把它送给你们"""
霁月玫瑰_,Thu Apr 09 12:40:40 +0800 2020,203,66124,,"""谢谢你的礼物，很喜欢很温暖很珍贵。//@蔡徐坤:那天我在玩儿童钢琴 弹出了这段和弦 就好像老天送了我一份温暖的礼物 于是写下这首歌 也想把它送给你们"""
周周可葵,Thu Apr 09 12:34:44 +0800 2020,201,58408,,"""很温柔的歌 很好听 谢谢你的礼物"""
小y很爱困,Thu Apr 09 12:29:24 +0800 2020,184,46338,,"""太治愈了"""
菜林有点困,Thu Apr 09 12:25:31 +0800 2020,175,29886,,"""好温柔 好好听[贊][贊][贊]//@蔡徐坤:那天我在玩儿童钢琴 弹出了这段和弦 就好像老天送了我一份温暖的礼物 于是写下这首歌 也想把它送给你们"""
韩十壹,Thu Apr 09 12:28:17 +0800 2020,168,42504,,"""好听的！！！"""
娜哥Fidelia,Thu Apr 09 12:30:29 +0800 2020,153,49688,,"""太好听了"""
K萌翻了,Thu Apr 09 12:26:00 +0800 2020,150,32609,,"""温暖//@蔡徐坤:那天我在玩儿童钢琴 弹出了这段和弦 就好像老天送了我一份温暖的礼物 于是写下这首歌 也想把它送给你们"""
skouty,Thu Apr 09 12:26:10 +0800 2020,150,33477,,"""希望与爱 从未离开 阳光终将会驱散阴霾 别怕孤独 家一直在"""
IKUN朦朦静儿,Thu Apr 09 12:26:02 +0800 2020,149,32762,,"""很温暖"""
轻风呼,Thu Apr 09 12:27:27 +0800 2020,135,39338,,"""希望与爱从未离开，别怕孤单家一直在"""
奶茶与鱼oo,Thu Apr 09 12:39:03 +0800 2020,127,64302,,"""知道啦！"""
小N爱NINE啊,Thu Apr 09 12:23:52 +0800 2020,128,18306,,"""好听哦，是个温柔的女儿喔！"""
小萱哥哥耶,Thu Apr 09 12:22:02 +0800 2020,128,114,,"""谢谢你"""
吞掉月亮12345,Thu Apr 09 12:31:18 +0800 2020,117,51874,,"""超级温柔“希望与爱，从未离开”"""
是怡琳啊_,Thu Apr 09 12:28:12 +0800 2020,107,42192,,"""好好听"""
akSimple,Thu Apr 09 12:25:30 +0800 2020,107,29845,,"""很温暖//@蔡徐坤:那天我在玩儿童钢琴 弹出了这段和弦 就好像老天送了我一份温暖的礼物 于是写下这首歌 也想把它送给你们"""
NY_Stefani,Thu Apr 09 13:07:16 +0800 2020,112,83879,,"""蔡徐坤我爱你"""
宝贝最爱坤坤,Thu Apr 09 12:23:46 +0800 2020,106,17578,,"""希望与爱  从未离开"""
只为你加油kk,Thu Apr 09 13:29:37 +0800 2020,106,91420,,"""一直都在超级好听！"""
是聒guo聒吖,Thu Apr 09 13:12:29 +0800 2020,106,85984,,"""从未离开❤️ //@蔡徐坤:那天我在玩儿童钢琴 弹出了这段和弦 就好像老天送了我一份温暖的礼物 于是写下这首歌 也想把它送给你们"""
花丛长出了蝴蝶,Thu Apr 09 12:41:59 +0800 2020,106,67601,,"""温暖//@蔡徐坤:那天我在玩儿童钢琴 弹出了这段和弦 就好像老天送了我一份温暖的礼物 于是写下这首歌 也想把它送给你们"""
Kun_OnceInABlueMoon,Thu Apr 09 12:41:41 +0800 2020,101,67253,,"""期待你更多灵感乍现的成果//@蔡徐坤:那天我在玩儿童钢琴 弹出了这段和弦 就好像老天送了我一份温暖的礼物 于是写下这首歌 也想把它送给你们"""
SarahLee410,Thu Apr 09 12:41:11 +0800 2020,107,66719,,"""爱你爱一直在，从未离开"""
贝壳奶昔9,Thu Apr 09 12:31:39 +0800 2020,99,52696,,"""一直在"""
Dreamer梦KUN,Thu Apr 09 12:27:50 +0800 2020,102,40841,,"""希望与爱"""
国产的KUN家小仙女,Thu Apr 09 12:27:39 +0800 2020,105,40113,,"""我们一直都在从未离开"""
软糯栗子,Thu Apr 09 12:25:06 +0800 2020,109,27330,,"""很好听，一直在"""
啾啾小朋友233,Thu Apr 09 12:56:57 +0800 2020,102,78666,,"""喜欢这首歌，好暖//@蔡徐坤:那天我在玩儿童钢琴 弹出了这段和弦 就好像老天送了我一份温暖的礼物 于是写下这首歌 也想把它送给你们"""
万事皆可算了,Thu Apr 09 12:53:47 +0800 2020,102,76735,,"""你怎么那么好"""
甜味奎_KUN,Thu Apr 09 12:47:37 +0800 2020,105,72491,,"""哥哥的礼物收到了 很温暖哦"""
今天爱物理了辣,Thu Apr 09 12:28:24 +0800 2020,110,42885,,"""啊啊啊啊啊啊啊啊超级超级好听！你太温柔了宝贝"""
是晗兮吖_KUN,Thu Apr 09 12:31:02 +0800 2020,102,51238,,"""希望与爱，从未离开，家一直在，谢谢你送的这么温柔的礼物🎁，很喜欢，也希望每一个听歌的你也能感受到温暖与爱//@蔡徐坤:那天我在玩儿童钢琴 弹出了这段和弦 就好像老天送了我一份温暖的礼物 于是写下这首歌 也想把它送给你们"""
小陳有个梦_,Thu Apr 09 12:30:24 +0800 2020,106,49416,,"""好暖"""
琳铛K,Thu Apr 09 12:29:47 +0800 2020,107,47564,,"""春暖花开，山河无恙@蔡徐坤 //@蔡徐坤:那天我在玩儿童钢琴 弹出了这段和弦 就好像老天送了我一份温暖的礼物 于是写下这首歌 也想把它送给你们"""
蔡徐坤演唱会第一排的女人,Thu Apr 09 12:25:56 +0800 2020,105,32196,,"""好好听！很温暖"""
一捆奎蔡葵,Thu Apr 09 12:25:10 +0800 2020,110,27769,,"""希望与爱  从未离开 家一直在  我们也一直在！"""
